epoch,train_loss,train_loss_sd,val_accuracy
0,0.6941750428033253,0.004266056370235884,0.4977951984321411
1,0.6941385912516761,0.0036040228430053805,0.4977951984321411
2,0.6939093555722918,0.003344753581392612,0.4977951984321411
3,0.6937615653825184,0.0032811098291694665,0.4977951984321411
4,0.6938140392303467,0.0030458632854168284,0.4977951984321411
5,0.6938004862694513,0.0032487307856717217,0.4977951984321411
